Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1653317460.4420664,0.2657205000000001,0.0,0.0,0.0,0.0,0.5314410000000002
1653317462.404664,0.2657205000000001,0.0,0.0,0.0,0.0,0.5314410000000002
1653317463.4977608,0.2657205000000001,0.0,0.0,0.0,0.0,0.5314410000000002
1653317463.926675,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.4283934,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.4594111,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.491141,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.519971,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.5506566,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.581664,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.6124845,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.6417465,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.6725898,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.7019887,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.7332044,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.7638302,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.794712,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.825339,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.8550935,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.8844337,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.9148679,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.9448183,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317464.9759421,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.006478,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.0377154,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.0681286,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.0985749,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.129986,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.1600628,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.1908133,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.2220693,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.2498543,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.280567,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.310305,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.3405294,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.37205,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.401136,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.4311972,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.4618692,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.4921606,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.5229313,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.553435,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.5841804,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.6158144,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.6472406,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.6759462,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.7082767,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.7397425,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.7678025,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.8002408,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.8303263,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.8593075,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.8913221,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.9197638,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.9501815,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317465.9805763,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.01076,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.0409822,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.0707004,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.1002305,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.1314273,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.1615193,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.1932557,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.2236571,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.252774,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.2831752,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.3136501,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.3453445,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317466.3760793,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317468.4918258,0.2657205000000001,0.0,0.0,0.0,0.0,0.5314410000000002
1653317469.183297,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.6832688,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.7147355,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.7436514,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.7754762,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.8051183,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.8343205,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.864081,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.8947136,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.926432,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.958463,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317469.9879398,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.0167804,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.0476027,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.0775032,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.1075432,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.1379693,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.1687446,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.1989279,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.2297864,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.2587204,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.2901723,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.321573,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317470.7435753,0.2657205000000001,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317471.5412645,0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317471.7592118,0.2657205000000001,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317472.750593,0.2657205000000001,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317474.1674068,0.2657205000000001,0.0,0.0,0.0,0.0,0.5314410000000002
1653317474.868694,0.2657205000000001,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317476.5120716,0.2657205000000001,0.0,0.0,0.0,0.0,0.5314410000000002
1653317478.0744443,0.2657205000000001,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317480.1632206,-0.2657205000000001,0.0,0.0,0.0,0.0,0.0
1653317482.8645034,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.36531,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.3960004,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.4265811,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.4576488,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.4885967,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.5190694,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.5499992,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.5813024,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.61171,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.641647,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.6720638,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.7019393,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.7319648,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.7625947,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.7930565,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.8234377,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.8535976,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.884207,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.9145682,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.9458354,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317483.9754403,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.0047662,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.0348496,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.0644696,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.0955617,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.126574,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.1575563,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.18734,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.2186203,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.2485552,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.279106,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.3093917,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.340727,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.3696475,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.4001637,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.4301808,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.4606402,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.490877,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.5211987,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.5520601,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.5827136,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.612356,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.6442513,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.6744695,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.7034938,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.733837,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.7641947,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.7941587,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.8241916,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.856559,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.8855956,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.9154968,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.9460547,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317484.977547,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.0080688,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.0390286,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.0690339,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.1002402,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.1307395,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.1614792,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.1930268,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.2224507,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
1653317485.2521186,0.0,0.0,0.0,0.0,0.0,-0.5314410000000002
